17:18:26.016	SERVER	admin	OK	Server was started (port: 1984).
19:15:59.733	127.0.0.1:54944	admin	OK	Database 'f1' was opened in 3.57 ms.	3.78 ms
19:16:00.024	127.0.0.1:54944	admin	REQUEST	XQUERY for $p in collection('f1')//DriverTable where $p/@season=2001 return $p	0.23 ms
19:16:00.027	127.0.0.1:54944	admin	OK	Query executed in 2.18 ms.	2.65 ms
19:16:42.806	127.0.0.1:54949	admin	REQUEST	OPEN f1	0.25 ms
19:16:42.809	127.0.0.1:54949	admin	OK	Database 'f1' was opened in 2.88 ms.	3.12 ms
19:18:40.804	127.0.0.1:54963	admin	REQUEST	OPEN f1	0.25 ms
19:18:40.807	127.0.0.1:54963	admin	OK	Database 'f1' was opened in 2.59 ms.	2.8 ms
19:18:41.106	127.0.0.1:54963	admin	REQUEST	XQUERY for $p in collection('f1')//DriverTable where $p/@season=2001 return $p	0.22 ms
19:18:41.108	127.0.0.1:54963	admin	OK	Query executed in 1.43 ms.	1.76 ms
19:18:41.597	127.0.0.1:54963	admin	REQUEST	ADD TO 2001/2001_drivers [...]	0.2 ms
19:18:41.602	127.0.0.1:54963	admin	ERROR	Improper use? Potential bug? Your feedback is welcome: Contact: basex-talk@mailman.uni-konstanz.de Version: BaseX 9.4.4 Java: Oracle Corporation, 9 OS: Windows 10, amd64 Stack Trace: java.lang.RuntimeException: f1: lock file does not exist. at org.basex.util.Util.notExpected(Util.java:61) at org.basex.data.DiskData.finishUpdate(DiskData.java:246) at org.basex.core.cmd.ACreate.update(ACreate.java:97) at org.basex.core.cmd.Add.run(Add.java:56) at org.basex.core.Command.run(Command.java:257) at org.basex.core.Command.execute(Command.java:93) at org.basex.core.Command.execute(Command.java:116) at org.basex.server.ClientListener.execute(ClientListener.java:346) at org.basex.server.ClientListener.add(ClientListener.java:317) at org.basex.server.ClientListener.run(ClientListener.java:99)	5.0 ms
19:18:50.343	127.0.0.1:54963	admin	REQUEST	XQUERY for $p in collection('f1')//DriverTable where $p/@season=2001 return $p	0.24 ms
19:18:50.344	127.0.0.1:54963	admin	OK	Query executed in 1.28 ms.	1.51 ms
19:18:50.841	127.0.0.1:54963	admin	REQUEST	ADD TO 2001/2001_drivers [...]	0.09 ms
19:18:50.848	127.0.0.1:54963	admin	OK	Resource(s) added in 3.96 ms.	7.0 ms
19:20:07.104	127.0.0.1:54978	admin	REQUEST	OPEN f1	0.31 ms
19:20:07.107	127.0.0.1:54978	admin	OK	Database 'f1' was opened in 3.26 ms.	3.46 ms
19:20:34.146	127.0.0.1:54982	admin	REQUEST	OPEN f1	0.29 ms
19:20:34.149	127.0.0.1:54982	admin	OK	Database 'f1' was opened in 2.64 ms.	2.9 ms
19:21:27.452	127.0.0.1:55002	admin	REQUEST	OPEN f1	0.38 ms
19:21:27.456	127.0.0.1:55002	admin	OK	Database 'f1' was opened in 3.93 ms.	4.22 ms
19:21:52.321	127.0.0.1:55002	admin	REQUEST	OPEN f1	0.35 ms
19:21:52.321	127.0.0.1:55002	admin	OK	Database 'f1' was opened in 0.13 ms.	0.32 ms
19:21:52.322	127.0.0.1:55002	admin	REQUEST	DELETE RSS	0.16 ms
19:21:52.327	127.0.0.1:55002	admin	OK	0 resource(s) deleted in 1.71 ms.	5.54 ms
19:21:52.328	127.0.0.1:55002	admin	REQUEST	DELETE rssf1.xml	0.38 ms
19:21:52.333	127.0.0.1:55002	admin	OK	1 resource(s) deleted in 0.92 ms.	4.79 ms
19:21:54.519	127.0.0.1:55002	admin	REQUEST	ADD TO RSS [...]	0.09 ms
19:21:54.533	127.0.0.1:55002	admin	OK	Resource(s) added in 11.17 ms.	14.2 ms
19:21:54.534	127.0.0.1:55002	admin	REQUEST	XQUERY <root>{ for $i in collection('f1')//item[position()<6] return <elem> {$i/title} {$i/pubDate} {$i/author} {$i/link} {$i/description} </elem>} </root>	0.18 ms
19:21:54.539	127.0.0.1:55002	admin	OK	Query executed in 5.31 ms.	5.53 ms
19:21:57.680	127.0.0.1:55002	admin	REQUEST	XQUERY for $p in collection('f1')//DriverTable where $p/@season=2001 return $p	0.28 ms
19:21:57.681	127.0.0.1:55002	admin	OK	Query executed in 1.22 ms.	1.47 ms
19:22:32.755	127.0.0.1:55047	admin	REQUEST	OPEN f1	0.31 ms
19:22:32.757	127.0.0.1:55047	admin	OK	Database 'f1' was opened in 2.4 ms.	2.54 ms
19:22:32.970	127.0.0.1:55047	admin	REQUEST	XQUERY for $p in collection('f1')//DriverTable where $p/@season=2001 return $p	0.26 ms
19:22:32.972	127.0.0.1:55047	admin	OK	Query executed in 1.42 ms.	1.67 ms
19:22:33.341	127.0.0.1:55047	admin	REQUEST	ADD TO 2001/2001_drivers [...]	0.14 ms
19:22:33.351	127.0.0.1:55047	admin	OK	Resource(s) added in 6.45 ms.	9.34 ms
19:24:48.107	127.0.0.1:55070	admin	REQUEST	OPEN f1	0.42 ms
19:24:48.112	127.0.0.1:55070	admin	OK	Database 'f1' was opened in 4.21 ms.	4.34 ms
19:24:51.060	127.0.0.1:55070	admin	REQUEST	OPEN f1	0.25 ms
19:24:51.060	127.0.0.1:55070	admin	OK	Database 'f1' was opened in 0.01 ms.	0.15 ms
19:24:51.061	127.0.0.1:55070	admin	REQUEST	DELETE RSS	0.31 ms
19:24:51.064	127.0.0.1:55070	admin	OK	0 resource(s) deleted in 1.11 ms.	3.29 ms
19:24:51.064	127.0.0.1:55070	admin	REQUEST	DELETE rssf1.xml	0.15 ms
19:24:51.067	127.0.0.1:55070	admin	OK	1 resource(s) deleted in 0.76 ms.	3.24 ms
19:24:53.033	127.0.0.1:55070	admin	REQUEST	ADD TO RSS [...]	0.1 ms
19:24:53.044	127.0.0.1:55070	admin	OK	Resource(s) added in 7.29 ms.	10.54 ms
19:24:53.044	127.0.0.1:55070	admin	REQUEST	XQUERY <root>{ for $i in collection('f1')//item[position()<6] return <elem> {$i/title} {$i/pubDate} {$i/author} {$i/link} {$i/description} </elem>} </root>	0.18 ms
19:24:53.049	127.0.0.1:55070	admin	OK	Query executed in 4.75 ms.	4.98 ms
19:24:56.733	127.0.0.1:55070	admin	REQUEST	XQUERY for $p in collection('f1')//DriverTable where $p/@season=2001 return $p	0.23 ms
19:24:56.734	127.0.0.1:55070	admin	OK	Query executed in 1.31 ms.	1.73 ms
19:24:57.060	127.0.0.1:55070	admin	REQUEST	ADD TO 2001/2001_drivers [...]	0.08 ms
19:24:57.067	127.0.0.1:55070	admin	OK	Resource(s) added in 3.08 ms.	6.66 ms
19:24:57.068	127.0.0.1:55070	admin	REQUEST	XQUERY for $p in collection('f1')//DriverTable where $p/@season=2001 return $p	0.17 ms
19:24:57.069	127.0.0.1:55070	admin	OK	Query executed in 1.51 ms.	1.69 ms
19:25:20.837	127.0.0.1:55081	admin	REQUEST	OPEN f1	0.51 ms
19:25:20.840	127.0.0.1:55081	admin	OK	Database 'f1' was opened in 2.63 ms.	2.8 ms
19:25:21.165	127.0.0.1:55081	admin	REQUEST	XQUERY for $p in collection('f1')//DriverTable where $p/@season=2011 return $p	0.25 ms
19:25:21.166	127.0.0.1:55081	admin	OK	Query executed in 1.19 ms.	1.38 ms
19:25:21.668	127.0.0.1:55081	admin	REQUEST	ADD TO 2011/2011_drivers [...]	0.09 ms
19:25:21.675	127.0.0.1:55081	admin	OK	Resource(s) added in 3.41 ms.	7.06 ms
19:25:21.676	127.0.0.1:55081	admin	REQUEST	XQUERY for $p in collection('f1')//DriverTable where $p/@season=2011 return $p	0.27 ms
19:25:21.678	127.0.0.1:55081	admin	OK	Query executed in 2.08 ms.	2.45 ms
19:27:03.194	127.0.0.1:55087	admin	REQUEST	OPEN f1	0.35 ms
19:27:03.197	127.0.0.1:55087	admin	OK	Database 'f1' was opened in 2.67 ms.	2.86 ms
19:27:48.992	SERVER	admin	OK	Server was stopped (port: 1984).
19:34:45.891	SERVER	admin	OK	Server was started (port: 1984).
19:35:12.053	127.0.0.1:55212	admin	REQUEST	OPEN f1	23.06 ms
19:35:12.159	127.0.0.1:55212	admin	OK	Database 'f1' was opened in 103.92 ms.	106.55 ms
19:35:15.584	127.0.0.1:55212	admin	REQUEST	OPEN f1	0.62 ms
19:35:15.585	127.0.0.1:55212	admin	OK	Database 'f1' was opened in 0.06 ms.	0.51 ms
19:35:15.587	127.0.0.1:55212	admin	REQUEST	DELETE RSS	1.84 ms
19:35:15.616	127.0.0.1:55212	admin	OK	1 resource(s) deleted in 14.38 ms.	29.25 ms
19:35:17.605	127.0.0.1:55212	admin	REQUEST	ADD TO RSS [...]	1.52 ms
19:35:17.791	127.0.0.1:55212	admin	OK	Resource(s) added in 179.83 ms.	186.5 ms
19:35:17.794	127.0.0.1:55212	admin	REQUEST	XQUERY <root>{ for $i in collection('f1')//item[position()<6] return <elem> {$i/title} {$i/pubDate} {$i/author} {$i/link} {$i/description} </elem>} </root>	2.11 ms
19:35:18.244	127.0.0.1:55212	admin	OK	Query executed in 444.26 ms.	449.89 ms
19:35:27.620	127.0.0.1:55212	admin	REQUEST	XQUERY for $p in collection('f1')//DriverTable where $p/@season=2020 return $p	0.73 ms
19:35:27.637	127.0.0.1:55212	admin	OK	Query executed in 16.05 ms.	16.73 ms
19:35:29.459	127.0.0.1:55212	admin	REQUEST	XQUERY for $c in collection('f1')//ConstructorTable where $c/@season=2020 return $c	0.39 ms
19:35:29.463	127.0.0.1:55212	admin	OK	Query executed in 3.05 ms.	3.48 ms
19:35:30.994	127.0.0.1:55212	admin	REQUEST	XQUERY <root>{for $c in collection('f1')//Circuit return <elem> {$c/CircuitName} {$c/Location} </elem>}</root>	0.41 ms
19:35:31.033	127.0.0.1:55212	admin	OK	Query executed in 38.67 ms.	39.26 ms
19:35:34.553	127.0.0.1:55212	admin	REQUEST	XQUERY <Races>{ for $a in collection('f1')//RaceTable where $a/@season = 2020 return $a/Race }</Races>	0.34 ms
19:35:34.570	127.0.0.1:55212	admin	OK	Query executed in 16.04 ms.	16.54 ms
19:35:35.408	127.0.0.1:55212	admin	REQUEST	XQUERY <root>{ for $c in collection('f1')//StandingsTable where $c/@season=2020 return $c//DriverStanding[position() < 4] }</root>	0.38 ms
19:35:35.412	127.0.0.1:55212	admin	OK	Query executed in 3.52 ms.	3.93 ms
19:35:35.414	127.0.0.1:55212	admin	REQUEST	XQUERY <root>{ for $c in collection('f1')//StandingsTable where $c/@season=2020 return $c//ConstructorStanding[position() < 4] }</root>	0.32 ms
19:35:35.417	127.0.0.1:55212	admin	OK	Query executed in 2.82 ms.	3.23 ms
19:35:43.186	127.0.0.1:55212	admin	REQUEST	XQUERY for $c in collection('f1')//StandingsTable where $c/@season=2020 where $c//child::DriverStanding return $c	0.38 ms
19:35:43.190	127.0.0.1:55212	admin	OK	Query executed in 3.73 ms.	4.14 ms
19:35:50.507	127.0.0.1:55212	admin	REQUEST	XQUERY <Races>{ for $a in collection('f1')//RaceTable where $a/@season = 2020 return $a/Race }</Races>	0.49 ms
19:35:50.513	127.0.0.1:55212	admin	OK	Query executed in 5.85 ms.	6.33 ms
19:35:50.518	127.0.0.1:55212	admin	REQUEST	XQUERY <root>{ for $c in collection('f1')//StandingsTable where $c/@season=2020 return $c//DriverStanding[position() < 4] }</root>	0.42 ms
19:35:50.521	127.0.0.1:55212	admin	OK	Query executed in 2.49 ms.	2.91 ms
19:35:50.522	127.0.0.1:55212	admin	REQUEST	XQUERY <root>{ for $c in collection('f1')//StandingsTable where $c/@season=2020 return $c//ConstructorStanding[position() < 4] }</root>	0.34 ms
19:35:50.526	127.0.0.1:55212	admin	OK	Query executed in 2.36 ms.	2.89 ms
19:35:58.148	127.0.0.1:55212	admin	REQUEST	XQUERY for $c in collection('f1')//StandingsTable where $c/@season=2020 where $c//child::ConstructorStanding return $c	0.36 ms
19:35:58.151	127.0.0.1:55212	admin	OK	Query executed in 3.0 ms.	3.5 ms
19:36:02.754	127.0.0.1:55212	admin	REQUEST	XQUERY <Races>{ for $a in collection('f1')//RaceTable where $a/@season = 2020 return $a/Race }</Races>	0.32 ms
19:36:02.759	127.0.0.1:55212	admin	OK	Query executed in 4.72 ms.	5.16 ms
19:36:02.763	127.0.0.1:55212	admin	REQUEST	XQUERY <root>{ for $c in collection('f1')//StandingsTable where $c/@season=2020 return $c//DriverStanding[position() < 4] }</root>	0.34 ms
19:36:02.766	127.0.0.1:55212	admin	OK	Query executed in 2.45 ms.	2.85 ms
19:36:02.768	127.0.0.1:55212	admin	REQUEST	XQUERY <root>{ for $c in collection('f1')//StandingsTable where $c/@season=2020 return $c//ConstructorStanding[position() < 4] }</root>	0.32 ms
19:36:02.771	127.0.0.1:55212	admin	OK	Query executed in 2.36 ms.	2.74 ms
19:36:19.126	127.0.0.1:55232	admin	REQUEST	OPEN f1	0.44 ms
19:36:19.128	127.0.0.1:55232	admin	OK	Database 'f1' was opened in 2.43 ms.	2.69 ms
19:36:19.429	127.0.0.1:55232	admin	REQUEST	XQUERY for $p in collection('f1')//DriverTable where $p/@season=2010 return $p	0.38 ms
19:36:19.432	127.0.0.1:55232	admin	OK	Query executed in 1.98 ms.	2.46 ms
19:36:19.791	127.0.0.1:55232	admin	REQUEST	ADD TO 2010/2010_drivers [...]	0.17 ms
19:36:19.809	127.0.0.1:55232	admin	OK	Resource(s) added in 10.96 ms.	17.4 ms
19:36:19.809	127.0.0.1:55232	admin	REQUEST	XQUERY for $p in collection('f1')//DriverTable where $p/@season=2010 return $p	0.51 ms
19:36:19.820	127.0.0.1:55232	admin	OK	Query executed in 3.11 ms.	10.18 ms
19:36:29.126	127.0.0.1:55232	admin	REQUEST	OPEN f1	0.35 ms
19:36:29.127	127.0.0.1:55232	admin	OK	Database 'f1' was opened in 0.02 ms.	0.26 ms
19:36:29.127	127.0.0.1:55232	admin	REQUEST	DELETE RSS	0.16 ms
19:36:29.132	127.0.0.1:55232	admin	OK	1 resource(s) deleted in 1.05 ms.	4.36 ms
19:36:31.150	127.0.0.1:55232	admin	REQUEST	ADD TO RSS [...]	0.17 ms
19:36:31.174	127.0.0.1:55232	admin	OK	Resource(s) added in 20.26 ms.	24.22 ms
19:36:31.175	127.0.0.1:55232	admin	REQUEST	XQUERY <root>{ for $i in collection('f1')//item[position()<6] return <elem> {$i/title} {$i/pubDate} {$i/author} {$i/link} {$i/description} </elem>} </root>	0.26 ms
19:36:31.179	127.0.0.1:55232	admin	OK	Query executed in 3.62 ms.	4.01 ms
19:36:34.434	127.0.0.1:55232	admin	REQUEST	XQUERY <root>{for $c in collection('f1')//Circuit return <elem> {$c/CircuitName} {$c/Location} </elem>}</root>	0.53 ms
19:36:34.448	127.0.0.1:55232	admin	OK	Query executed in 13.14 ms.	13.82 ms
19:36:47.401	127.0.0.1:55243	admin	REQUEST	OPEN f1	0.31 ms
19:36:47.403	127.0.0.1:55243	admin	OK	Database 'f1' was opened in 2.32 ms.	2.64 ms
19:36:47.899	127.0.0.1:55243	admin	REQUEST	XQUERY for $p in collection('f1')//DriverTable where $p/@season=2012 return $p	0.43 ms
19:36:47.902	127.0.0.1:55243	admin	OK	Query executed in 2.16 ms.	2.66 ms
19:36:48.408	127.0.0.1:55243	admin	REQUEST	ADD TO 2012/2012_drivers [...]	0.15 ms
19:36:48.417	127.0.0.1:55243	admin	OK	Resource(s) added in 4.75 ms.	8.31 ms
19:36:48.417	127.0.0.1:55243	admin	REQUEST	XQUERY for $p in collection('f1')//DriverTable where $p/@season=2012 return $p	0.25 ms
19:36:48.420	127.0.0.1:55243	admin	OK	Query executed in 2.47 ms.	3.0 ms
19:37:37.782	127.0.0.1:55253	admin	REQUEST	OPEN f1	0.48 ms
19:37:37.786	127.0.0.1:55253	admin	OK	Database 'f1' was opened in 3.02 ms.	3.45 ms
19:38:03.383	127.0.0.1:55386	admin	REQUEST	OPEN f1	0.53 ms
19:38:03.385	127.0.0.1:55386	admin	OK	Database 'f1' was opened in 2.27 ms.	2.6 ms
19:38:10.712	127.0.0.1:55386	admin	REQUEST	XQUERY for $p in collection('f1')//DriverTable where $p/@season=2012 return $p	0.35 ms
19:38:10.715	127.0.0.1:55386	admin	OK	Query executed in 2.11 ms.	2.51 ms
19:41:50.927	127.0.0.1:55413	admin	REQUEST	OPEN f1	0.35 ms
19:41:50.929	127.0.0.1:55413	admin	OK	Database 'f1' was opened in 2.38 ms.	2.66 ms
19:42:01.055	127.0.0.1:55418	admin	REQUEST	OPEN f1	0.36 ms
19:42:01.058	127.0.0.1:55418	admin	OK	Database 'f1' was opened in 2.24 ms.	2.59 ms
19:42:02.271	127.0.0.1:55418	admin	REQUEST	XQUERY for $p in collection('f1')//DriverTable where $p/@season=2014 return $p	0.4 ms
19:42:02.274	127.0.0.1:55418	admin	OK	Query executed in 2.57 ms.	3.1 ms
19:42:19.401	127.0.0.1:55428	admin	REQUEST	OPEN f1	0.35 ms
19:42:19.403	127.0.0.1:55428	admin	OK	Database 'f1' was opened in 2.01 ms.	2.22 ms
19:42:19.709	127.0.0.1:55428	admin	REQUEST	XQUERY for $p in collection('f1')//DriverTable where $p/@season=2014 return $p	0.36 ms
19:42:19.711	127.0.0.1:55428	admin	OK	Query executed in 1.71 ms.	2.23 ms
19:43:12.065	127.0.0.1:55439	admin	REQUEST	OPEN f1	0.34 ms
19:43:12.067	127.0.0.1:55439	admin	OK	Database 'f1' was opened in 2.02 ms.	2.39 ms
19:43:21.108	127.0.0.1:55443	admin	REQUEST	OPEN f1	0.63 ms
19:43:21.111	127.0.0.1:55443	admin	OK	Database 'f1' was opened in 3.34 ms.	3.78 ms
19:43:22.990	127.0.0.1:55443	admin	REQUEST	XQUERY for $p in collection('f1')//DriverTable where $p/@season=2009 return $p	0.36 ms
19:43:22.993	127.0.0.1:55443	admin	OK	Query executed in 1.65 ms.	2.06 ms
19:44:06.972	127.0.0.1:55451	admin	REQUEST	OPEN f1	0.45 ms
19:44:06.974	127.0.0.1:55451	admin	OK	Database 'f1' was opened in 2.01 ms.	2.26 ms
19:44:08.859	127.0.0.1:55451	admin	REQUEST	XQUERY for $p in collection('f1')//DriverTable where $p/@season=2009 return $p	0.28 ms
19:44:08.861	127.0.0.1:55451	admin	OK	Query executed in 1.67 ms.	2.07 ms
19:45:16.609	127.0.0.1:55464	admin	REQUEST	OPEN f1	0.38 ms
19:45:16.613	127.0.0.1:55464	admin	OK	Database 'f1' was opened in 2.38 ms.	2.76 ms
19:45:19.583	127.0.0.1:55464	admin	REQUEST	XQUERY for $p in collection('f1')//DriverTable where $p/@season=2008 return $p	0.3 ms
19:45:19.585	127.0.0.1:55464	admin	OK	Query executed in 1.89 ms.	2.58 ms
19:45:32.431	127.0.0.1:55475	admin	REQUEST	OPEN f1	0.45 ms
19:45:32.434	127.0.0.1:55475	admin	OK	Database 'f1' was opened in 2.42 ms.	2.73 ms
19:45:39.815	127.0.0.1:55480	admin	REQUEST	OPEN f1	0.5 ms
19:45:39.818	127.0.0.1:55480	admin	OK	Database 'f1' was opened in 3.33 ms.	3.7 ms
19:45:49.495	127.0.0.1:55480	admin	REQUEST	XQUERY for $p in collection('f1')//DriverTable where $p/@season=2008 return $p	0.4 ms
19:45:49.498	127.0.0.1:55480	admin	OK	Query executed in 2.15 ms.	2.76 ms
19:45:49.870	127.0.0.1:55480	admin	REQUEST	ADD TO 2008/2008_drivers [...]	0.25 ms
19:45:49.884	127.0.0.1:55480	admin	OK	Resource(s) added in 8.62 ms.	13.93 ms
19:45:49.885	127.0.0.1:55480	admin	REQUEST	XQUERY for $p in collection('f1')//DriverTable where $p/@season=2008 return $p	0.34 ms
19:45:49.889	127.0.0.1:55480	admin	OK	Query executed in 3.18 ms.	3.77 ms
19:47:19.434	127.0.0.1:55493	admin	REQUEST	OPEN f1	0.41 ms
19:47:19.437	127.0.0.1:55493	admin	OK	Database 'f1' was opened in 2.55 ms.	2.86 ms
19:47:29.996	127.0.0.1:55497	admin	REQUEST	OPEN f1	0.36 ms
19:47:29.999	127.0.0.1:55497	admin	OK	Database 'f1' was opened in 1.96 ms.	2.21 ms
19:47:33.575	127.0.0.1:55497	admin	REQUEST	XQUERY for $p in collection('f1')//DriverTable where $p/@season=2007 return $p	0.31 ms
19:47:33.577	127.0.0.1:55497	admin	OK	Query executed in 2.17 ms.	2.65 ms
19:49:34.584	127.0.0.1:55634	admin	REQUEST	OPEN f1	0.64 ms
19:49:34.587	127.0.0.1:55634	admin	OK	Database 'f1' was opened in 2.95 ms.	3.28 ms
19:49:40.469	127.0.0.1:55634	admin	REQUEST	XQUERY for $p in collection('f1')//DriverTable where $p/@season=2007 return $p	0.34 ms
19:49:40.470	127.0.0.1:55634	admin	OK	Query executed in 1.52 ms.	1.82 ms
19:50:49.230	127.0.0.1:55653	admin	REQUEST	OPEN f1	0.34 ms
19:50:49.233	127.0.0.1:55653	admin	OK	Database 'f1' was opened in 2.27 ms.	2.49 ms
19:50:59.111	127.0.0.1:55657	admin	REQUEST	OPEN f1	0.34 ms
19:50:59.114	127.0.0.1:55657	admin	OK	Database 'f1' was opened in 2.27 ms.	2.54 ms
19:51:16.625	127.0.0.1:55661	admin	REQUEST	OPEN f1	0.26 ms
19:51:16.627	127.0.0.1:55661	admin	OK	Database 'f1' was opened in 2.3 ms.	2.57 ms
19:51:42.664	127.0.0.1:55661	admin	REQUEST	XQUERY for $p in collection('f1')//DriverTable where $p/@season=2007 return $p	0.35 ms
19:51:42.666	127.0.0.1:55661	admin	OK	Query executed in 1.57 ms.	1.93 ms
19:51:58.391	127.0.0.1:55668	admin	REQUEST	OPEN f1	0.61 ms
19:51:58.394	127.0.0.1:55668	admin	OK	Database 'f1' was opened in 2.66 ms.	3.08 ms
19:52:02.499	127.0.0.1:55668	admin	REQUEST	XQUERY for $p in collection('f1')//DriverTable where $p/@season=2007 return $p	0.31 ms
19:52:02.501	127.0.0.1:55668	admin	OK	Query executed in 1.54 ms.	1.92 ms
19:52:41.904	127.0.0.1:55677	admin	REQUEST	OPEN f1	0.3 ms
19:52:41.907	127.0.0.1:55677	admin	OK	Database 'f1' was opened in 2.04 ms.	2.35 ms
19:52:45.166	127.0.0.1:55677	admin	REQUEST	XQUERY for $p in collection('f1')//DriverTable where $p/@season=2007 return $p	0.33 ms
19:52:45.168	127.0.0.1:55677	admin	OK	Query executed in 1.61 ms.	2.01 ms
19:53:22.978	127.0.0.1:55689	admin	REQUEST	OPEN f1	0.5 ms
19:53:22.980	127.0.0.1:55689	admin	OK	Database 'f1' was opened in 2.06 ms.	2.32 ms
19:53:31.293	127.0.0.1:55696	admin	REQUEST	OPEN f1	0.29 ms
19:53:31.295	127.0.0.1:55696	admin	OK	Database 'f1' was opened in 2.05 ms.	2.28 ms
19:53:31.549	127.0.0.1:55696	admin	REQUEST	XQUERY for $p in collection('f1')//DriverTable where $p/@season=2007 return $p	0.32 ms
19:53:31.551	127.0.0.1:55696	admin	OK	Query executed in 1.5 ms.	1.84 ms
19:53:45.532	127.0.0.1:55701	admin	REQUEST	OPEN f1	0.37 ms
19:53:45.534	127.0.0.1:55701	admin	OK	Database 'f1' was opened in 2.09 ms.	2.29 ms
19:53:53.734	127.0.0.1:55701	admin	REQUEST	XQUERY for $p in collection('f1')//DriverTable where $p/@season=2007 return $p	0.28 ms
19:53:53.736	127.0.0.1:55701	admin	OK	Query executed in 1.68 ms.	1.99 ms
19:53:54.073	127.0.0.1:55701	admin	REQUEST	ADD TO 2007/2007_drivers [...]	0.13 ms
19:53:54.120	127.0.0.1:55701	admin	ERROR	"2007/2007_drivers.xml" (Line 1): Content is not allowed in prolog.	47.44 ms
19:54:23.017	127.0.0.1:55715	admin	REQUEST	OPEN f1	0.36 ms
19:54:23.020	127.0.0.1:55715	admin	OK	Database 'f1' was opened in 3.2 ms.	3.52 ms
19:54:24.035	127.0.0.1:55715	admin	REQUEST	XQUERY for $p in collection('f1')//DriverTable where $p/@season=2005 return $p	0.26 ms
19:54:24.037	127.0.0.1:55715	admin	OK	Query executed in 1.47 ms.	1.78 ms
19:54:24.552	127.0.0.1:55715	admin	REQUEST	ADD TO 2005/2005_drivers [...]	0.15 ms
19:54:24.554	127.0.0.1:55715	admin	ERROR	"2005/2005_drivers.xml" (Line 1): Content is not allowed in prolog.	2.11 ms
19:54:55.666	127.0.0.1:55723	admin	REQUEST	OPEN f1	0.27 ms
19:54:55.668	127.0.0.1:55723	admin	OK	Database 'f1' was opened in 1.95 ms.	2.16 ms
19:54:58.811	127.0.0.1:55723	admin	REQUEST	XQUERY for $p in collection('f1')//DriverTable where $p/@season=2004 return $p	0.26 ms
19:54:58.813	127.0.0.1:55723	admin	OK	Query executed in 1.46 ms.	1.77 ms
19:54:59.166	127.0.0.1:55723	admin	REQUEST	ADD TO 2004/2004_drivers [...]	0.12 ms
19:54:59.177	127.0.0.1:55723	admin	OK	Resource(s) added in 6.31 ms.	10.89 ms
19:54:59.178	127.0.0.1:55723	admin	REQUEST	XQUERY for $p in collection('f1')//DriverTable where $p/@season=2004 return $p	0.26 ms
19:54:59.180	127.0.0.1:55723	admin	OK	Query executed in 1.74 ms.	2.07 ms
20:00:53.503	127.0.0.1:55753	admin	REQUEST	OPEN f1	0.56 ms
20:00:53.507	127.0.0.1:55753	admin	OK	Database 'f1' was opened in 3.15 ms.	3.52 ms
20:00:58.232	127.0.0.1:55753	admin	REQUEST	XQUERY for $p in collection('f1')//DriverTable where $p/@season=2004 return $p	0.26 ms
20:00:58.235	127.0.0.1:55753	admin	OK	Query executed in 2.14 ms.	2.48 ms
20:01:14.154	127.0.0.1:55768	admin	REQUEST	OPEN f1	0.3 ms
20:01:14.156	127.0.0.1:55768	admin	OK	Database 'f1' was opened in 2.08 ms.	2.29 ms
20:01:14.421	127.0.0.1:55768	admin	REQUEST	XQUERY for $p in collection('f1')//DriverTable where $p/@season=2002 return $p	0.38 ms
20:01:14.423	127.0.0.1:55768	admin	OK	Query executed in 1.49 ms.	1.79 ms
20:01:33.642	127.0.0.1:55773	admin	REQUEST	OPEN f1	0.22 ms
20:01:33.644	127.0.0.1:55773	admin	OK	Database 'f1' was opened in 1.99 ms.	2.16 ms
20:01:35.949	127.0.0.1:55773	admin	REQUEST	XQUERY for $p in collection('f1')//DriverTable where $p/@season=2002 return $p	0.32 ms
20:01:35.952	127.0.0.1:55773	admin	OK	Query executed in 2.24 ms.	2.66 ms
20:01:53.686	127.0.0.1:55783	admin	REQUEST	OPEN f1	0.31 ms
20:01:53.688	127.0.0.1:55783	admin	OK	Database 'f1' was opened in 1.95 ms.	2.14 ms
20:01:53.978	127.0.0.1:55783	admin	REQUEST	XQUERY for $p in collection('f1')//DriverTable where $p/@season=2002 return $p	0.29 ms
20:01:53.985	127.0.0.1:55783	admin	OK	Query executed in 6.25 ms.	6.57 ms
20:01:54.331	127.0.0.1:55783	admin	REQUEST	ADD TO 2002/2002_drivers [...]	0.16 ms
20:01:54.341	127.0.0.1:55783	admin	OK	Resource(s) added in 4.65 ms.	9.42 ms
20:01:54.342	127.0.0.1:55783	admin	REQUEST	XQUERY for $p in collection('f1')//DriverTable where $p/@season=2002 return $p	0.25 ms
20:01:54.343	127.0.0.1:55783	admin	OK	Query executed in 1.88 ms.	2.18 ms
20:03:15.601	127.0.0.1:55791	admin	REQUEST	OPEN f1	0.29 ms
20:03:15.603	127.0.0.1:55791	admin	OK	Database 'f1' was opened in 2.23 ms.	2.49 ms
20:03:42.732	127.0.0.1:55796	admin	REQUEST	OPEN f1	0.25 ms
20:03:42.735	127.0.0.1:55796	admin	OK	Database 'f1' was opened in 1.93 ms.	2.15 ms
20:03:51.854	127.0.0.1:55803	admin	REQUEST	OPEN f1	0.44 ms
20:03:51.858	127.0.0.1:55803	admin	OK	Database 'f1' was opened in 3.12 ms.	3.5 ms
